complex_id,priority
328.0,0.0005566291376937034
329.0,0.004464354020314406
333.0,0.022297999187943764
334.0,0.013288047482940215
336.0,0.023504300382379655
337.0,0.10615266894721566
339.0,0.005614205999215663
340.0,0.023104653104172458
341.0,0.006600689692018556
343.0,0.0636542220533922
344.0,0.068144098587074
345.0,0.7037985496596422
346.0,0.20454479923901212
347.0,0.15907858901520702
348.0,0.1366240399728796
349.0,0.05273890612816674
350.0,0.06963721514689276
351.0,0.06423382906019239
352.0,0.18667150864000975
353.0,0.03618736629045392
354.0,0.08090988720703397
355.0,0.0538049625827397
356.0,0.055762993968553325
357.0,0.025404453099285716
358.0,0.08099979762152687
359.0,0.1634072544422365
360.0,0.07048159637455853
361.0,0.030285753775314155
362.0,0.008312085748735099
363.0,0.18473892842521863
364.0,0.013917557204267574
365.0,0.10553320248211344
366.0,0.32213338828821464
367.0,0.06610950815860855
368.0,0.1714215529753706
369.0,0.20071449149005896
370.0,0.019964144793093067
371.0,0.1813324193892918
372.0,0.03676914616447509
373.0,0.10185276979123195
374.0,0.006443768202261786
375.0,0.044854298854211105
376.0,0.1566103716044706
377.0,0.171679217119797
378.0,0.08403017517413072
379.0,0.0827806823678386
380.0,0.10608209809944802
381.0,0.34882168702009353
382.0,0.15146013869768044
383.0,0.16669168305318866
384.0,0.33247895396335586
385.0,0.17559942694900027
386.0,0.1659945854085475
387.0,0.3899750978134487
388.0,0.5731500169088085
391.0,0.030739836158621664
392.0,1.0
393.0,0.34966208930473935
394.0,0.2920496166652885
395.0,0.4709584484571319
396.0,0.237249413499287
397.0,0.3698223949950644
398.0,0.2687696747359349
399.0,0.16431239627689126
403.0,0.11556627423307375
404.0,0.09794562258902202
405.0,0.05455651679657735
407.0,0.04913346665168638
409.0,0.0265749189523154
413.0,0.010232305639910885
414.0,0.06876658331008778
416.0,0.20830292544407256
417.0,0.03856104493218554
418.0,0.050699885536334574
419.0,0.045097755877048645
420.0,0.048109575587331456
421.0,0.21358538105745098
422.0,0.04344246200649776
423.0,0.10999835227554662
424.0,0.09046866903555838
425.0,0.019411687034489904
426.0,0.17424259604640133
427.0,0.11594666977858921
428.0,0.14728900470707967
429.0,0.07151201910583944
430.0,0.06550452502654287
431.0,0.08995185489728556
432.0,0.08795968105542375
433.0,0.03778698560123786
434.0,0.30577844067071197
436.0,0.03567806864136986
437.0,0.00788189913330689
438.0,0.12580852668286185
439.0,0.12602553757556062
440.0,0.11383504185757981
441.0,0.1545288371036194
442.0,0.08860905389007617
443.0,0.033813069605091256
444.0,0.0709278676877313
445.0,0.030349336783493025
446.0,0.017302158426061726
447.0,0.7851685252909347
448.0,0.004904376167563214
449.0,0.40122258385419657
450.0,0.8132389837399882
451.0,0.7007172013705097
452.0,0.3033617774673924
453.0,0.3199383879391672
455.0,0.04025105843691349
456.0,0.1803033105266548
457.0,0.044311312927012535
458.0,0.10832794559748156
459.0,0.08807950842018772
460.0,0.024058741887971816
461.0,0.09309558138589304
463.0,0.024075085521203528
464.0,0.06912255536123968
471.0,0.028405616811682962
475.0,0.1290196442360158
476.0,0.09856571307953874
477.0,0.24475211705484695
501.0,0.003536509918334213
502.0,0.0002336582388664766
601.0,0.09090454187672327
602.0,0.8031208200709326
603.0,0.38715568210809465
604.0,0.11715607969606887
605.0,0.24646380858382258
606.0,0.061248997037489705
607.0,0.5153927759123412
608.0,0.06589098352425518
609.0,0.15373411508876647
610.0,0.3557585304113797
611.0,0.9063960573774292
612.0,0.02631943006952522
613.0,0.31838785007656983
614.0,0.31213193178775195
615.0,0.020458226955650884
616.0,0.8397047173210196
617.0,0.23052684638779986
618.0,0.08983418273679668
619.0,0.07172804486109313
620.0,0.10216778175772642
621.0,0.2847255906363176
622.0,0.0750272644688374
623.0,0.08082819485516038
624.0,0.049723853679469375
625.0,0.23229534092285756
626.0,0.006940886516801184
627.0,0.12085940627818802
628.0,0.08907197031472815
629.0,0.03544771173454354
630.0,0.3257165654456499
635.0,0.04626367319834625
636.0,0.1213028929830544
