complex_id,priority
1.0,0.1751149838368059
2.0,0.028042272387270296
3.0,0.13779688521366487
4.0,0.077956938271831
5.0,0.04754377916975512
6.0,0.008230888025435243
8.0,0.025102702859061795
9.0,0.10159385111859924
10.0,0.01991702268136306
13.0,0.026783977311248507
14.0,0.031071922314571895
16.0,0.01767816674045295
17.0,0.01010101766880017
20.0,0.003667983411544719
22.0,0.0026854535719610154
26.0,0.060100055258804484
28.0,0.03347346784365216
30.0,0.013202875744688486
31.0,0.03480362180201668
32.0,0.2903665382502075
33.0,0.14243123957458037
34.0,0.19314329102180616
35.0,0.28128728311673057
36.0,0.050825420030219455
37.0,0.029626208042817577
38.0,0.10343386050595288
39.0,0.028150057392199408
41.0,0.04846585817570375
42.0,0.07859869574111497
43.0,0.17098289722169277
44.0,0.2711694079214565
45.0,0.04310947823611532
46.0,0.07959296663278521
47.0,0.20277634002161954
48.0,0.004984482118955407
49.0,0.017599200069373034
50.0,0.01714600194825735
51.0,0.1902684248134891
52.0,0.04012164859103035
53.0,0.009171395735107559
54.0,0.1804961944283605
55.0,0.11648269866310927
56.0,0.022369836507564397
57.0,0.006347586187391607
58.0,0.2796717700983622
59.0,0.06029428183508592
60.0,0.031617333273773494
61.0,0.08701141224376943
62.0,0.02238098894018481
64.0,0.036734078949202796
65.0,0.029702982120926688
66.0,0.05305502963192255
67.0,0.04072422167828427
68.0,0.09705481981391348
69.0,0.022324318995629797
70.0,0.00903094240020508
71.0,0.035679450810703034
72.0,0.016158970999662334
74.0,0.017762259614260117
75.0,0.021657957612426528
76.0,0.026302957218696257
77.0,0.04673883288951512
78.0,0.013552574900367605
79.0,0.028329525775506216
80.0,0.008782841176973952
81.0,0.00980446751690859
82.0,0.015047093062874264
83.0,0.025632773056306575
84.0,0.03284854973125429
85.0,0.03135805442305566
86.0,0.011093393870239193
87.0,0.18856238138563122
88.0,0.09468193753551246
89.0,0.12709737445675906
90.0,0.07219155793827138
91.0,0.05808406375157026
93.0,0.03321970184265698
94.0,0.09080704018684715
95.0,0.10340794114512991
96.0,0.06713948052368453
97.0,0.30616354836015697
98.0,0.11775137290509494
99.0,0.0391026382145061
100.0,0.015130946352202891
101.0,0.102953584786641
103.0,0.024409651269845928
107.0,0.00678300163559682
108.0,0.019260455197038954
109.0,0.055078074158612864
110.0,0.056588986990614064
111.0,0.028761577891064476
113.0,0.06394739869787922
114.0,0.02765742077330728
118.0,0.035245252766493713
119.0,0.027070542910258764
120.0,0.14547232398453555
122.0,0.05672481266437497
123.0,0.07089736172878332
124.0,0.09473763092876308
125.0,0.04129086126597107
126.0,0.027239319616780187
127.0,0.07799643929080709
129.0,0.053723399636942094
130.0,0.039278219257140895
131.0,0.016907739687857207
133.0,0.014207802628049078
134.0,0.2166592104765632
135.0,0.05005777517039534
136.0,0.19873955329549187
137.0,0.09176718518270506
138.0,0.04801851426874039
141.0,0.006514097829554762
143.0,0.042231651128350596
144.0,0.022185907343061563
145.0,0.002039317121276436
146.0,0.06953778814615759
147.0,0.03231756153807246
149.0,0.02769248465414965
150.0,0.012783422389194643
151.0,0.691428397152905
152.0,0.012901480918704055
153.0,0.5953198355665325
154.0,0.05916797783603304
155.0,0.030034303464313683
156.0,0.03827058714408791
157.0,0.051565977766163014
158.0,0.020469372730984963
159.0,0.018604151779351874
160.0,0.017706774271507717
162.0,0.03382397959143894
164.0,0.27525777464993806
165.0,0.0639160809262514
167.0,0.20863130331510846
168.0,0.009000377193923135
169.0,0.026344484595377186
173.0,0.028357940014687236
175.0,0.16721316273993395
176.0,0.006801915497375658
177.0,0.012801636633417114
179.0,0.5156922544263988
180.0,0.06291221941013861
181.0,0.22188738522322068
182.0,0.08500212012814493
183.0,0.0506157053112836
185.0,0.030665498855521563
186.0,0.07256432721920968
187.0,0.05259486146734748
188.0,0.16626529633092005
189.0,0.16404691132164742
190.0,0.01513595920502201
191.0,0.015939777723077753
192.0,0.037656596871514875
193.0,0.0029791291239782227
194.0,0.006256024613228272
195.0,0.09838017419118993
196.0,0.0
197.0,0.001723048211595033
198.0,0.0015265510883727628
199.0,0.0002668671430390732
200.0,0.0036943815159002696
201.0,0.001239874986610818
202.0,0.0005495913047773265
203.0,0.005624236323351258
204.0,0.02836218804363758
205.0,0.020294342785866937
206.0,0.004743675817823375
207.0,0.006782003376224348
208.0,0.020361198441190328
209.0,0.11061788682028946
210.0,0.18300850967760537
211.0,0.06400803994447711
212.0,0.10233686511549053
213.0,0.17862946710712393
214.0,0.03885817488158708
215.0,0.1535602814604289
216.0,0.04486123818825318
217.0,0.06071404716389178
218.0,0.07563515960205933
220.0,0.08493040897688803
221.0,0.21387006655864935
222.0,0.04840573643168926
223.0,0.04725864296694372
224.0,0.020952840614855195
225.0,0.12706070361617836
228.0,0.12287818644071864
231.0,0.21721728038549404
232.0,0.10748899114329281
234.0,0.0816949912047296
235.0,0.10912792193639902
236.0,0.023653988757351984
237.0,0.018727102685895274
238.0,0.07238086822374361
241.0,0.0064863854502018314
242.0,0.005101095703801769
243.0,0.0782521050309705
244.0,0.015060371394346003
245.0,0.022744742928689533
246.0,0.0021740845794772693
247.0,0.002948100690937174
248.0,0.005760005384404656
249.0,0.014731235829885166
250.0,0.018300078679916183
251.0,0.00411889516667462
252.0,0.017957988300626955
253.0,0.004597460135560468
254.0,0.09517896376239018
255.0,0.0433729270514959
256.0,0.06554685981350422
257.0,0.01898779506374378
258.0,0.012690846251225794
259.0,0.20832491706480963
260.0,0.0013979175546750132
261.0,0.11729945237383192
262.0,0.02024279327304109
263.0,0.005399829078332689
264.0,0.2061866914375583
265.0,0.10601194795301673
266.0,0.028821886734868206
268.0,0.03066549885552157
269.0,0.04165935438151239
270.0,0.028236018152297447
271.0,0.13169703023864976
272.0,0.007129122214932186
273.0,0.0328300601274705
276.0,0.018013123534375428
277.0,0.04835828886121281
278.0,0.7477542980240883
279.0,0.5275589716713655
280.0,0.04657302819408781
282.0,0.011641287346850096
283.0,0.05377248163623302
284.0,0.031101007948262767
286.0,0.0998617500957897
287.0,0.024131834622347095
288.0,0.031527846480575855
289.0,0.04825967810094466
290.0,0.05710139748041651
291.0,0.00610835051886442
292.0,0.028072146562320644
293.0,0.09504513847743129
294.0,0.010525768470385994
295.0,0.03145322601332994
296.0,0.028589184731193717
297.0,0.005020219357794214
298.0,0.09635699838628478
299.0,0.12789961249243043
300.0,0.010575307729053714
301.0,0.6925175903809
303.0,0.1457113493831323
304.0,0.16274792962352352
305.0,0.1456107745127396
306.0,0.11315547142870143
307.0,0.026802327320960467
308.0,0.08610454689046385
309.0,0.08959679879957216
310.0,0.13150342402510828
311.0,0.09839827486820366
312.0,0.04015681029613949
313.0,0.2529674301863844
314.0,0.022438587833430494
316.0,0.0340295923693577
318.0,0.32617532673929683
319.0,0.027544687803311797
320.0,0.0836743001125636
321.0,0.006105910816311882
323.0,0.02876217305233252
324.0,0.012966574881603804
325.0,0.0071829564627547676
326.0,0.0021103848124925054
327.0,0.03387163848750357
